QUESTION,BT LEVEL
Discuss any FOUR (4) underlying principles of lean manufacturing approach. ,Understanding
Explain on the advantages of switching from a flat-file processing system to a database management system. ,Understanding
Discuss THREE (3) types of anomalies associated with database tables that have not been normalized. ,Understanding
Briefly explain any TWO (2) security objectives of audit trails. ,Understanding
Define and contrast digital certificate and digital signature. ,Understanding
Explain how transactions are audited in an electronic data interchange environment. ,Understanding
List any THREE (3) pairs of system functions that should be separated in the centralized computer services organization and describe a risk exposure if the functions are not separated. ,Understanding
Identify and explain another graphical diagram besides network diagram which is useful for planning and scheduling. Evaluate the graphical diagram. ,Evaluating
List out FOUR (4) benefits of using RFID.,Remembering
Suggest any FIVE (5) dimensions of service quality that could be taken into consideration by the kindergarten management for its future operations improvement. ,Creating
Identify any TWO (2) advantages of matching demand strategy and level strategy each in preparing aggregate production plan. ,Remembering
List out any SIX (6) factors to be considered when designing a layout. ,Remembering
Examine cross-docking warehouse layout. ,Analyzing
Discuss any FOUR (4) elements which are embedded in Total Quality Management Programme. ,Understanding
Examine traditional warehouse layout and cross-docking layout. ,Analyzing
Explain FOUR (4) process strategies you have learned. ,Understanding
Discuss the importance of Philip Crosby's suggestion on “do it right the first time” by manufacturing company. ,Understanding
Explain any FOUR (4) product design strategies that could help company to reduce cost. ,Understanding
Compare product layout and process layout. ,Analyzing
Explain FOUR (4) types of process design that could be found in manufacturing companies. ,Understanding
"“Goods and services design could help manufacturers to gain competitive advantages."" Justify the statement with any THREE (3) strategies. ",Evaluating
ABC inventory Analyzing is one of the methods used by manufacturing companies for effective inventory management. Explain your answer. ,Understanding
Compare matching demand and level aggregate production planning. ,Analyzing
Briefly explain FOUR (4) manufacturing layout you have learned.,Understanding
Discuss TWO (2) common methods of managing inventory adopted by manufacturing and retailing companies. ,Understanding
